person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Dorin Diaconescu,dorindiaconescu,dorindiaconescu@post.ro,5860907122303,1990-03-26,"Strada Mazilescu, Mioveni, 944486",0770 767 821,3a:32:d7:c1:8f:31,171.8.43.145,RO66UONY6948621251488383,2025-05-12 12:42:26,28892,582,62,1759032,c430760c-6ea0-45e3-a947-41bdc3dec685
Emil Stan,emilstan,emilstan@gmail.com,2980505521771,1950-04-24,"Drumul Ioniță, Targu Jiu, 209339",0786 443 748,cd:e2:c7:9a:21:10,11.124.96.16,RO18CVUQ5511000775039516,2025-05-12 12:42:26,17430,451,319,903298,3e335ecd-344d-415f-9240-b4dc61500801
Costin Tomescu,costintomescu,costintomescu@kappa.ro,1080810356388,1924-03-26,"Intrarea Dochioiu, Diosig, 546409",0258 296 858,b2:28:f7:fb:d7:c9,32.121.199.92,RO09SMVM3967496774365170,2025-05-12 12:42:26,33104,893,546,1883912,bf060e0d-caa5-4b43-9081-ab1a4fd3b982
Ianis Stancu,ianisstancu,ianisstancu@email.ro,1640827171835,1975-10-07,"Aleea Liliana Stoica, Murfatlar, 568666",0739 214 738,33:d3:8f:aa:4e:89,66.200.74.47,RO71QGVL1235954450584008,2025-05-12 12:42:26,6256,375,74,16943,fe75f1f5-7848-4cf9-9b24-48344614f0b9
Ludmila Popa,ludmilapopa,ludmilapopa@kappa.ro,4990814070451,1930-07-23,"Strada Silvana Tabacu, Petrosani, 731529",0770 869 554,7f:65:16:0f:bf:0a,5.238.62.43,RO86UCTB2773584676235431,2025-05-12 12:42:26,16184,620,115,1721590,97f34f63-189c-49c9-9ea9-6881241c2e13
Izabela Dima,izabeladima,izabeladima@post.ro,1770728219363,1976-10-04,"Strada Suciu Nr. 491, Slatina, 673902",0721 646 042,3c:b8:3a:55:17:c6,85.125.221.15,RO24VXWT4604480813364508,2025-05-12 12:42:26,5733,559,304,858866,4ba50758-7763-4f02-a36a-15bf8dd66655
Silvia Stoica,silviastoica,silviastoica@acasa.ro,1460508315509,1917-10-13,"Strada Suciu Nr. 428, Fetesti-Gara, 591449",0754 670 487,40:c8:07:17:d2:1f,78.158.59.123,RO98ETAY7082542292494063,2025-05-12 12:42:26,31603,970,262,800000,2466f183-b797-4ba3-b8d2-a7833ab030de
Betina Pușcașu,betinapușcașu,betinapușcașu@gmail.com,1251226176390,2018-09-12,"Strada Tudor, Fagaras, 359982",0253 263 407,6d:1b:10:c0:e3:9f,38.166.191.158,RO80ZJIK5011175408156109,2025-05-12 12:42:26,7883,883,34,1036406,bf835320-f533-43f8-ba2e-34c739dbc750
Monica Mazilescu,monicamazilescu,monicamazilescu@kappa.ro,2510207282343,1987-04-19,"Bulevardul Lavinia Barbu Nr. 408 Bl. 79  Sc. 32 Ap. 440, Slobozia, 773635",0735 123 063,c9:64:b1:60:32:da,3.244.143.189,RO55QHOS4454259199072659,2025-05-12 12:42:26,27040,857,50,624802,34b78bd1-ec86-4195-890c-8a5cd8bbc669
Noemi Tomescu,noemitomescu,noemitomescu@gmail.com,6840111112821,2018-04-23,"Bulevardul Octaviana Marin Nr. 152, Gugesti, 395178",0236 842 645,a1:c5:58:5a:32:10,58.90.250.79,RO91WIQS2882302339376992,2025-05-12 12:42:26,20952,360,335,364512,a7c61593-f872-410a-ad2e-f3cb597a9d23
Stan Popa,stanpopa,stanpopa@acasa.ro,3330320227913,1963-05-27,"Aleea Stancu Nr. 401 Bl. 13  Sc. 35 Ap. 519, Campulung, 183571",0239 470 211,aa:42:af:f0:fb:f4,55.173.84.228,RO54LHRH2103447825312003,2025-05-12 12:42:26,21793,913,290,1641762,b18e7373-6df9-4972-9b49-ba9df8835fdf
Denis Voinea,denisvoinea,denisvoinea@post.ro,5941213323566,1912-05-17,"Intrarea Ababei, Dragalina, 646239",0726 154 309,39:0a:c4:fb:88:f5,207.47.183.220,RO85XTBM9747267740958620,2025-05-12 12:42:26,25432,776,151,1727163,8228f115-5120-4949-be5e-1b825112b304
Adela Ardelean,adelaardelean,adelaardelean@gmail.com,3580529356227,2019-02-17,"Bulevardul Aanei Nr. 71 Bl. 75  Sc. 30 Ap. 518, Bistrita, 291598",0750 239 932,e5:4e:b7:13:3f:ac,33.84.60.98,RO29HBFK5724615596342523,2025-05-12 12:42:26,26725,108,699,1890816,903af357-dc00-496d-bc40-d79d069bb30a
Andrada Stancu,andradastancu,andradastancu@post.ro,3610608124125,1924-05-07,"Intrarea Cosmin Barbu Nr. 787, Brad, 947539",0732 359 894,1e:a8:e2:0c:f3:6e,205.94.220.106,RO69TKHU1766619555295158,2025-05-12 12:42:26,26458,409,756,1207442,81d5cbb5-a393-4266-addc-18745437a146
Sânziana Albu,sânzianaalbu,sânzianaalbu@acasa.ro,4051223317683,1977-05-21,"Strada Stancu Nr. 346, Curtici, 992149",0721 157 236,83:4d:fe:0f:78:f4,65.4.40.41,RO07SGYK5364943928732777,2025-05-12 12:42:26,17202,111,539,1307619,0e87fd32-6817-4348-80cf-a4d0d113daf4
Didina Georgescu,didinageorgescu,didinageorgescu@141.ro,1131006376612,1917-12-05,"Strada Gheorghiu Nr. 287 Bl. 17  Sc. 50 Ap. 545, Sacele, 574855",0233 961 282,95:ab:8f:f5:be:65,202.183.46.4,RO49IYWV8734932511586293,2025-05-12 12:42:26,23589,643,550,1971819,278afebb-c244-4194-aaed-a05494a51a5a
Zenobia Tomescu,zenobiatomescu,zenobiatomescu@acasa.ro,1390408054355,2024-10-15,"Intrarea Pușcașu, Pechea, 746683",0721 683 727,59:94:3f:84:f5:69,10.26.11.244,RO57UNMC7701295207376326,2025-05-12 12:42:26,8514,819,66,1575042,c99a58ed-6950-440f-a17e-5a15a81912d1
Tiberia Diaconescu,tiberiadiaconescu,tiberiadiaconescu@email.ro,5920605042482,1985-01-14,"Bulevardul Arsenie Popescu Nr. 539, Fieni, 564781",0771 820 903,7f:e0:a4:c5:d6:45,21.210.254.68,RO63QUIG8378712202051863,2025-05-12 12:42:26,144,459,690,1255242,b789c7f2-2e39-4e3d-b237-8395fb8ffcf9
Sandu Suciu,sandusuciu,sandusuciu@141.ro,7090415299853,1951-12-12,"Soseaua Tabacu Nr. 549, Comanesti, 632463",0740 756 532,0e:ff:7f:ae:df:6a,120.218.182.102,RO85OFOE6548849746650581,2025-05-12 12:42:26,8954,914,486,998096,87362690-a4cf-4228-91b9-39adf5d5c0a6
Alin Gheorghiu,alingheorghiu,alingheorghiu@kappa.ro,7640611040775,1958-02-02,"Soseaua Ene, Rasnov, 250026",0269 189 640,dd:7b:af:c7:15:7b,125.50.157.23,RO45FITB1517195170235778,2025-05-12 12:42:26,33083,585,48,738143,01c96fb3-fdfc-4949-8955-35117475c698
Demetra Gheorghiu,demetragheorghiu,demetragheorghiu@post.ro,5430201201369,1952-12-04,"Aleea Iustin Stănescu Nr. 601 Bl. 91  Sc. 84 Ap. 224, Sebes, 712287",0721 025 906,fd:1e:e5:fa:5e:a7,221.148.157.252,RO95VJOZ4406430061127515,2025-05-12 12:42:26,31031,81,600,1308684,58c46218-bd2c-4056-b689-c64cc9395853
Cătălin Nistor,cătălinnistor,cătălinnistor@post.ro,3161205313376,1924-10-31,"Aleea Antoaneta Mocanu Nr. 899, Carei, 475532",0734 341 770,07:b6:47:1c:de:0a,222.35.42.155,RO50ETZY0392977714621277,2025-05-12 12:42:26,13242,322,549,73937,c4710915-66d9-48e0-98f8-15d1b693a21a
Daniel Pop,danielpop,danielpop@acasa.ro,3280419443124,1968-02-06,"Bulevardul Petruța Aanei Nr. 99, Boldesti-Scaeni, 953896",0759 581 011,b0:23:f0:86:8b:72,218.193.218.76,RO78GAIM4246988925616298,2025-05-12 12:42:26,33653,689,340,1459213,3b4648e5-bbcb-4943-8af3-9797da908a6e
Teodora Aanei,teodoraaanei,teodoraaanei@141.ro,6561108433063,2007-06-08,"Intrarea Florea, Sfantu Gheorghe, 332584",0785 893 470,5f:2a:58:b9:94:5d,88.154.233.171,RO09RAUH7499530925939297,2025-05-12 12:42:26,1305,814,184,1688490,9519664d-4510-41c6-b054-458b55e83617
Milena Dima,milenadima,milenadima@acasa.ro,8390727320140,2014-06-13,"Intrarea Eric Toma, Borsa, 722550",0243 453 702,d2:d6:46:15:a9:c3,140.208.79.244,RO18NGNG6885636258956069,2025-05-12 12:42:26,21855,862,513,167588,e54d1b98-3c7f-4ed4-a61c-2e56feeea8db
Sonia Oprea,soniaoprea,soniaoprea@acasa.ro,6450726101218,1943-08-28,"Drumul Alexe Tudor Nr. 37 Bl. 17  Sc. 35 Ap. 122, Corund, 304354",0767 173 636,ed:f5:ff:d8:fa:2f,214.3.235.51,RO27EOSD2391527618416308,2025-05-12 12:42:26,18125,114,360,636162,9e135bd5-b2e6-4247-98e2-f841ccfb8e16
Laura Popa,laurapopa,laurapopa@141.ro,8060217085185,1946-09-29,"Aleea Albert Diaconu Nr. 10, Campulung, 312745",0786 690 686,e7:13:e0:b5:47:78,133.83.26.22,RO16BVBL7784951900290016,2025-05-12 12:42:26,33410,650,284,73591,6f7d2fbd-b039-4d12-ad79-9b499fb207bd
Ionelia Dochioiu,ioneliadochioiu,ioneliadochioiu@acasa.ro,1340912333121,1959-12-10,"Intrarea Cristea Nr. 984, Savinesti (Poiana Teiului), 655425",0258 253 922,47:8b:35:05:78:88,19.220.242.227,RO02HMMQ7772092176469402,2025-05-12 12:42:26,30218,959,370,1338137,b9abba0e-c1d0-4c7f-99fe-1f6ce8269233
Elodia Mocanu,elodiamocanu,elodiamocanu@141.ro,7770426044724,2008-02-18,"Soseaua Ionescu Nr. 71, Urlati, 276779",0736 923 962,02:8a:15:6d:ca:98,183.91.169.92,RO19LXWV1980940812356733,2025-05-12 12:42:26,35194,521,277,1625066,1c24033f-c0c0-49bd-b86c-4b0ae3a2d184
Gabi Tabacu,gabitabacu,gabitabacu@zzup.ro,4410403425997,1985-02-06,"Drumul Alexe Diaconescu Nr. 64, Ramnicu Valcea, 698720",0722 347 393,eb:98:04:2a:1e:b0,148.212.203.171,RO27SMBT9778702837316809,2025-05-12 12:42:26,13303,575,103,1981159,02d522a2-f6f5-4354-a86d-62950a98e901
Eremia Marin,eremiamarin,eremiamarin@kappa.ro,1801220318614,1991-08-24,"Strada Ardelean Nr. 290, Avrig, 927863",0248 103 656,8d:f0:67:75:73:ce,66.238.73.147,RO59IOTT2724968882747774,2025-05-12 12:42:26,15147,517,56,340435,2c74c599-d7a2-464a-a6c9-908c5798b762
Geanina Albu,geaninaalbu,geaninaalbu@email.ro,6790530366862,1950-08-23,"Aleea Mocanu, Ruscova, 691777",0785 754 092,5a:f0:f5:f2:6a:f7,210.181.160.136,RO50SCBJ8585675281420097,2025-05-12 12:42:26,14173,807,300,1833945,c80c380d-9860-43e9-89c2-b3c59d0b4a46
Flavia Popescu,flaviapopescu,flaviapopescu@acasa.ro,4650304389138,1970-11-03,"Aleea Georgescu, Caransebes, 757059",0233 602 937,d2:20:cb:34:bd:7b,34.228.184.165,RO36KUBB4948700361142089,2025-05-12 12:42:26,20511,180,5,1775404,2cb45c66-8749-42ca-a8a6-92bdcb622729
Dorian Suciu,doriansuciu,doriansuciu@kappa.ro,8680409361576,2024-02-19,"Strada Ionescu Nr. 59 Bl. 86  Sc. 35 Ap. 133, Teius, 481223",0748 570 465,85:00:41:97:ef:19,2.207.111.179,RO35HBYQ0045174941074656,2025-05-12 12:42:26,1143,991,80,599395,03b3df88-c7ba-473d-8a09-ac5b76fe967a
Aneta Ababei,anetaababei,anetaababei@email.ro,4650907319794,2024-07-29,"Drumul Niță Nr. 10 Bl. 98  Sc. 34 Ap. 301, Comanesti, 784837",0243 777 931,02:f5:53:3c:ea:e2,107.67.218.188,RO68UWUT3824287384129070,2025-05-12 12:42:26,32289,834,45,1799728,a6a2bfd7-075b-4e94-86fc-cb8e6d742656
Ștefan Pop,ștefanpop,ștefanpop@email.ro,1710508331192,1936-02-05,"Strada Ioniță, Pantelimon, 924991",0263 018 420,20:8a:f9:f6:ce:d6,19.241.175.36,RO56NOBI7482025187058999,2025-05-12 12:42:26,25962,628,312,325664,0a3a8cd8-757c-451c-ad49-b35a439bd352
Diana Toma,dianatoma,dianatoma@acasa.ro,7951217176342,1967-08-17,"Drumul Dobre Nr. 891, Santana, 565458",0725 784 816,4c:06:1c:b8:24:e3,89.110.0.60,RO89NYLH1083902806122977,2025-05-12 12:42:26,3908,246,45,1151292,467552a8-d7eb-41ea-a5bc-228fc848062b
Victoria Stancu,victoriastancu,victoriastancu@zzup.ro,2880801041302,1918-03-19,"Drumul Dina Stănescu, Beius, 965941",0751 427 499,ef:5b:a6:b4:e0:bb,151.143.110.30,RO43ASLZ1534423348763255,2025-05-12 12:42:26,25534,995,256,1769341,93f7967b-25fb-4b7b-b3b7-b75b37868cae
Flora Dumitrescu,floradumitrescu,floradumitrescu@post.ro,1990721445404,1994-11-18,"Strada Gheorghiu Nr. 562, Homocea, 473536",0749 206 034,9a:1a:4a:b6:f4:9b,124.174.210.179,RO90KQZF6093228339897018,2025-05-12 12:42:26,387,951,0,759001,cfc9a0af-170b-4b03-9642-cdebdbd50655
Agripina Dobre,agripinadobre,agripinadobre@kappa.ro,6340225387552,1971-12-13,"Soseaua Stoica Nr. 182 Bl. 14  Sc. 29 Ap. 946, Ludus, 794502",0267 531 735,3c:9e:2e:ce:58:fa,95.217.225.164,RO50RVQJ6961235596910806,2025-05-12 12:42:26,3815,110,84,615325,e1e057bb-8bf6-438f-9b95-e77f001f0abc
Rada Dobre,radadobre,radadobre@gmail.com,8101120121032,2013-04-10,"Aleea Dima Nr. 490 Bl. 53  Sc. 58 Ap. 708, Buhusi, 724726",0788 073 508,6e:1d:92:2d:5a:68,78.158.189.183,RO77PIKQ8080423492288218,2025-05-12 12:42:26,17369,318,113,977724,507d882a-ec77-4bbe-8b60-77616fedf813
Milena Gheorghiu,milenagheorghiu,milenagheorghiu@141.ro,4950321167175,1992-09-20,"Drumul Nistor Nr. 11 Bl. 51  Sc. 50 Ap. 736, Beius, 647818",0240 350 426,f2:84:e0:8a:16:0e,20.36.248.135,RO77OZUJ7661441753069656,2025-05-12 12:42:26,35309,866,512,993840,503035f0-f494-4b95-a0a9-76447b6b41e2
Sorina Stan,sorinastan,sorinastan@email.ro,4560819088836,1947-08-21,"Drumul Nicolae Popa Nr. 983 Bl. 45  Sc. 75 Ap. 942, Targu Jiu, 482334",0784 297 573,f0:b4:34:63:88:eb,171.209.71.160,RO98XDOT1244282762090842,2025-05-12 12:42:26,8242,429,776,756626,50af9ed7-1664-4a06-8d2f-f59588991513
Rafael Ardelean,rafaelardelean,rafaelardelean@email.ro,2940516024171,1999-08-07,"Drumul Dinu Nr. 39, Odorheiu Secuiesc, 507755",0265 706 660,5c:f6:8e:08:a1:9a,110.208.69.92,RO68JQQR8581874105543468,2025-05-12 12:42:26,3244,966,25,793957,70b59aff-4430-4380-94ae-efe2499fa186
Fabiana Tomescu,fabianatomescu,fabianatomescu@post.ro,2150219021443,1985-10-25,"Strada Lorena Pop Nr. 169 Bl. 70  Sc. 38 Ap. 201, Dabuleni, 747210",0765 860 887,9f:bd:34:2d:27:93,209.139.186.180,RO82SSAH3153351674844995,2025-05-12 12:42:26,24083,716,66,527115,7e215e8b-ebbb-45ec-9b71-dd0fc622f926
Mircea Ene,mirceaene,mirceaene@email.ro,7110821157401,2000-05-14,"Soseaua Diaconescu Nr. 52 Bl. 76  Sc. 12 Ap. 270, Lugoj, 307153",0737 706 362,43:ed:76:2a:e3:12,62.166.148.90,RO65HHKT6687829260963380,2025-05-12 12:42:26,8298,732,443,1759530,7d146bdd-308e-46a4-9858-c31c971522d6
Lelia Toma,leliatoma,leliatoma@zzup.ro,2160703130771,2002-12-23,"Strada Tabacu, Bals, 311717",0238 302 440,22:fa:2c:c5:3f:70,40.143.59.212,RO45PCDQ6973187728939721,2025-05-12 12:42:26,16229,677,85,1712033,a890fe72-eda8-4972-b942-a377613cfa56
Roberta Toma,robertatoma,robertatoma@141.ro,1560127460957,1994-05-09,"Intrarea Sabrina Nemeș, Petrila, 575122",0249 247 785,df:53:18:80:83:2f,169.149.232.234,RO74RZMQ6274747795994226,2025-05-12 12:42:26,21999,790,15,1625672,2e218911-6604-41e3-815a-97477ce5d9a2
Flavia Dinu,flaviadinu,flaviadinu@acasa.ro,5531005247933,1959-05-08,"Soseaua Aanei Nr. 79, Urlati, 805759",0251 511 893,7a:18:7d:44:c6:3d,99.173.76.68,RO32FYLR7973936160366020,2025-05-12 12:42:26,33437,505,91,1827617,884efcb9-adb1-49d3-bca9-b2595c8e5f88
Agripina Tabacu,agripinatabacu,agripinatabacu@post.ro,1650427068936,1978-10-01,"Intrarea Tabacu Nr. 458, Ramnicu Sarat, 957098",0244 718 519,29:9b:8c:a5:fd:e9,207.25.78.12,RO88KFSX4356541742890038,2025-05-12 12:42:26,21129,387,791,996470,5fa59f60-03ce-40d5-9f44-cd7bd886de6c
Ada Preda,adapreda,adapreda@kappa.ro,4600206151125,1942-08-26,"Bulevardul Antonia Tomescu Nr. 96, Beius, 147560",0249 922 100,5d:2d:c0:fa:5d:e4,55.221.121.161,RO60MRRH2251029140578753,2025-05-12 12:42:26,7488,365,40,1144886,cb2e18de-c9f5-40ed-91c1-b8ee3ebf90ea
Ecaterina Nistor,ecaterinanistor,ecaterinanistor@acasa.ro,6901004278064,2012-04-25,"Aleea Minodora Nistor Nr. 50 Bl. 22  Sc. 93 Ap. 649, Cumpana, 262226",0760 269 782,13:2d:dd:24:8c:36,118.200.196.41,RO03OEUS7583385564424213,2025-05-12 12:42:26,16719,972,593,546496,566930a2-30de-4c85-a1bd-e33233d39bc5
Gabi Nistor,gabinistor,gabinistor@email.ro,8870502183144,1993-09-30,"Soseaua Tabacu, Jibou, 285184",0739 416 872,e7:46:b6:30:0b:1a,82.169.227.245,RO37GXLR5669594894635560,2025-05-12 12:42:26,710,769,232,374807,1c97075e-4514-4d30-9db0-8372e4830c25
Teodosia Eftimie,teodosiaeftimie,teodosiaeftimie@acasa.ro,6431207153697,1950-02-15,"Intrarea Nemeș, Cobadin, 888655",0238 410 099,37:5d:13:7d:04:33,113.11.233.36,RO21NQEO8361705011530705,2025-05-12 12:42:26,35307,6,626,416732,75d2729d-bfae-4fbb-aeff-583a039bfbce
Petrică Ionescu,petricăionescu,petricăionescu@email.ro,1901009274731,1981-11-10,"Drumul Silvia Georgescu, Vaslui, 949682",0784 889 176,e6:6d:c6:69:5c:aa,142.71.168.236,RO15WLZV6181203083659467,2025-05-12 12:42:26,2606,488,228,1699625,ecb110fc-4a50-4a50-a412-27664dbd89a5
Blanduzia Georgescu,blanduziageorgescu,blanduziageorgescu@post.ro,4901020346801,1941-02-27,"Strada Bogdan Dobre Nr. 28 Bl. 48  Sc. 54 Ap. 120, Targu Jiu, 462303",0766 778 197,67:d0:69:89:32:91,131.230.26.151,RO03JYCG3958763203575821,2025-05-12 12:42:26,22902,671,748,345770,c1d45f49-a1c4-4563-aa99-cf028a45c8d0
Iosefina Mocanu,iosefinamocanu,iosefinamocanu@acasa.ro,1851210118821,1997-11-12,"Strada Toma Nr. 741, Harsova, 313563",0245 999 883,3a:8e:3d:19:5f:dd,82.52.142.105,RO62DFQZ3639772611040150,2025-05-12 12:42:26,5175,780,366,119317,8118649e-29f3-44f0-8d9c-02679a5ad9a5
Luana Dinu,luanadinu,luanadinu@gmail.com,8430906460954,1978-02-13,"Bulevardul Manole Nr. 482, Moldova Veche, 100760",0721 312 617,6b:dc:48:b9:7f:a7,71.134.66.202,RO92SKRJ4262945275065357,2025-05-12 12:42:26,10228,918,657,1875948,78324492-8ea5-4b58-a2ed-22dfc4512449
Marin Dinu,marindinu,marindinu@zzup.ro,8530114180899,1914-04-30,"Aleea Vera Ionescu Nr. 35 Bl. 64  Sc. 70 Ap. 716, Diosig, 159766",0263 243 869,6f:9f:b9:d7:a7:4f,110.51.131.223,RO80RBKO5030326079938370,2025-05-12 12:42:26,17255,948,628,1429627,0b6e3a7d-b0a5-4107-8b68-42f187a1b8f1
Octavia Stan,octaviastan,octaviastan@gmail.com,7970306168673,2024-11-20,"Aleea Marin, Piatra-Neamt, 197043",0245 388 289,19:49:d4:f2:14:03,167.82.113.142,RO90LQMH6716705633871432,2025-05-12 12:42:26,2964,813,357,1071030,ceff4775-36f7-4861-9fe9-5bced615fa1f
Barbu Gheorghiu,barbugheorghiu,barbugheorghiu@email.ro,4691225455073,1956-09-09,"Aleea Nistor Nr. 78 Bl. 18  Sc. 11 Ap. 448, Murfatlar, 304138",0736 689 684,ee:07:16:ae:30:af,222.143.230.241,RO45BYOC8336284234059818,2025-05-12 12:42:26,23605,350,417,23318,a0b1f3e5-c82f-43db-853e-b4c8e436ee55
Anabela Manole,anabelamanole,anabelamanole@141.ro,8190922239407,1982-12-20,"Strada Ene Nr. 52, Calafat, 675121",0727 955 877,02:87:c7:59:f9:85,2.193.77.249,RO80ZRAK9477867740608060,2025-05-12 12:42:26,29513,75,572,80029,e2e84030-58f5-4189-a897-b15500607e70
Rica Preda,ricapreda,ricapreda@kappa.ro,8230414443460,2003-04-26,"Soseaua Emilian Pop, Gherla, 319585",0259 671 086,3a:a6:a7:56:e5:94,220.216.249.185,RO28GCGT6135804307978781,2025-05-12 12:42:26,35915,720,585,751059,4e860cf0-1e44-4c9a-8abd-7851920fade4
Mugur Pușcașu,mugurpușcașu,mugurpușcașu@141.ro,2720601412842,1921-01-06,"Strada Grațiela Preda Nr. 80 Bl. 79  Sc. 92 Ap. 721, Adjud, 489078",0257 826 542,b8:2c:8c:28:c0:9c,96.248.247.167,RO53LRRG1408309121055523,2025-05-12 12:42:26,32891,442,132,393159,df5e8a2f-1136-4c1e-a3a2-4391ae7e7a51
Alexandrina Albu,alexandrinaalbu,alexandrinaalbu@zzup.ro,8150522060545,1972-06-01,"Bulevardul Arian Tudor Nr. 57, Radauti, 577811",0733 109 602,73:e2:10:cc:7f:5a,60.251.211.211,RO36YTRU8474214590202074,2025-05-12 12:42:26,35269,262,449,545513,cc490389-177b-4733-9eca-30897ea106f8
Paulina Toma,paulinatoma,paulinatoma@zzup.ro,1620123361801,1938-04-14,"Drumul Florea Nr. 579, Fetesti, 553757",0744 166 858,e5:97:32:41:c6:94,153.141.155.175,RO69CVLN5344873651236650,2025-05-12 12:42:26,24381,50,694,295137,6f1ecfac-d127-4e80-9f6f-0a493b962ba9
Eliana Dinu,elianadinu,elianadinu@kappa.ro,4361224400831,1979-10-21,"Drumul Stan, Tomesti, 412704",0245 876 821,46:2d:bd:43:5e:2e,56.142.32.185,RO49JWDN6884295955177835,2025-05-12 12:42:26,19455,336,166,1226913,689af8c0-e6dd-41b6-9543-72ab3428f644
Damian Tudor,damiantudor,damiantudor@gmail.com,5751209378242,1955-01-04,"Soseaua Semenica Popescu Nr. 422 Bl. 79  Sc. 18 Ap. 559, Techirghiol, 260285",0258 756 665,f6:20:6f:b0:b8:20,113.194.114.178,RO93AZPJ5307600728061979,2025-05-12 12:42:26,33674,290,594,1010820,0371cfa1-13d1-4b8d-bc3f-795f90bcab62
Cătălina Oprea,cătălinaoprea,cătălinaoprea@zzup.ro,3840324242645,1975-04-30,"Soseaua Ababei, Urlati, 367214",0721 017 403,1b:63:95:13:0f:fa,83.120.223.105,RO74TXNU8077534230803530,2025-05-12 12:42:26,4821,84,22,1197539,4a5438bf-4416-41a8-a71e-ad4b31edce4e
Răducu Gheorghiu,răducugheorghiu,răducugheorghiu@kappa.ro,7091215307061,1912-08-23,"Strada Georgescu Nr. 67 Bl. 45  Sc. 74 Ap. 147, Eforie Nord, 681766",0264 830 638,40:c5:14:b3:ee:7d,6.185.68.157,RO43KESV2773176897659096,2025-05-12 12:42:26,28295,966,621,220159,f65b1945-cdbc-4ce8-9127-55c144bad899
Ionuț Tudor,ionuțtudor,ionuțtudor@kappa.ro,1860716250507,1915-01-02,"Strada Barbu, Tuzla, 485364",0765 415 931,cd:c8:da:a0:55:51,158.226.247.200,RO86AXCB9685496297157288,2025-05-12 12:42:26,3565,921,402,1882073,7a0ce1f6-fdac-4ed7-a39c-fc69edc8c98e
Ghenadie Albu,ghenadiealbu,ghenadiealbu@gmail.com,8201110366962,2016-09-17,"Drumul Gelu Ardelean Nr. 11, Poienile de sub Munte, 299224",0251 828 539,c7:a7:bd:de:2c:a2,104.157.78.112,RO52VGYD5456527483137644,2025-05-12 12:42:26,29179,510,607,1908532,ac055f28-d22f-4384-b4c9-8a416972e836
Ica Dumitrescu,icadumitrescu,icadumitrescu@acasa.ro,4511010049595,1914-08-23,"Strada Preda, Cluj-Napoca, 398575",0239 982 012,1f:48:d0:02:03:11,223.40.95.34,RO90NDJW4583441517567991,2025-05-12 12:42:26,20239,958,251,1487275,40027f47-27aa-4abe-ab5f-b02ea94a39a1
Letiția Albu,letițiaalbu,letițiaalbu@email.ro,3701101010902,1919-03-03,"Bulevardul Antonia Gheorghiu, Giarmata, 117367",0249 658 280,10:cd:d3:71:5a:68,90.145.188.162,RO42MYFQ7258480249921355,2025-05-12 12:42:26,27534,194,288,1379494,4a712bd3-a231-4b87-9d0d-83bea7679565
Angel Pop,angelpop,angelpop@141.ro,6710514332358,2017-04-13,"Strada Diaconu, Popesti-Leordeni, 145122",0264 770 940,2a:f9:6d:66:fe:bd,133.58.97.33,RO68KVTS4807076200248512,2025-05-12 12:42:26,33053,707,433,422928,bd486557-c72c-4ffd-826b-80275b20db12
Frederic Voinea,fredericvoinea,fredericvoinea@post.ro,1740513304563,2003-10-22,"Soseaua Tamara Ionescu Nr. 689, Dragalina, 493626",0737 984 892,53:05:ce:22:96:91,103.170.63.235,RO16UDRJ8396450339256022,2025-05-12 12:42:26,33215,908,446,725573,2aaec1cc-385c-43af-9cca-e15b4175783c
Jasmina Albu,jasminaalbu,jasminaalbu@post.ro,8110705265983,1939-06-22,"Intrarea Albu, Fieni, 522395",0732 600 855,aa:2c:57:cb:c2:b4,128.106.142.64,RO68RIHQ9743071528358160,2025-05-12 12:42:26,12611,4,25,899243,e3840880-d032-4dfb-8a95-048d154d8990
Anica Stancu,anicastancu,anicastancu@zzup.ro,4691129511255,1999-07-12,"Drumul Tomescu Nr. 365, Sebis, 940430",0760 089 702,29:9b:4a:e7:44:03,93.138.122.61,RO93XLUV2705300260578699,2025-05-12 12:42:26,20894,785,770,258954,4ba0154a-c9ef-4e60-8294-edfed72f3849
Alistar Ionescu,alistarionescu,alistarionescu@acasa.ro,5110929286019,1920-07-14,"Soseaua Gina Aanei, Rosu, 925096",0758 330 317,35:98:eb:89:12:28,153.63.100.27,RO50QBUE1847428682852832,2025-05-12 12:42:26,29261,553,470,424339,eea6f8ae-dfec-46e9-a47a-085c9efff924
Angela Dinu,angeladinu,angeladinu@email.ro,3650924063420,1961-10-16,"Intrarea Răzvan Pop, Cristuru Secuiesc, 884622",0747 007 103,ee:7c:f3:b7:b8:2e,200.0.132.141,RO74WTTF0274765423252356,2025-05-12 12:42:26,33660,180,494,1203997,3ca958dc-c624-4b3d-96cf-f88c3e6e04da
Robertina Dobre,robertinadobre,robertinadobre@email.ro,5871008010649,1997-01-14,"Soseaua Lică Diaconu Nr. 163 Bl. 49  Sc. 39 Ap. 804, Vaslui, 758457",0245 762 826,c2:47:d9:6d:e3:c1,69.7.170.48,RO98GNAP0147216780307913,2025-05-12 12:42:26,11838,117,256,813923,4c0fa73a-eeac-4729-b2c0-e9e4c6f565cc
